Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
1290,8,1970,3,1085,2,2006,2006,1,11065,NridgHt,Gd,Ex,Y,281000
1291,5,1152,2,1152,1,1964,1964,1,14112,NAmes,TA,TA,Y,180500
1292,5,1302,1,630,2,1972,1972,0,1680,BrDale,TA,TA,Y,119500
1293,5,2372,1,994,2,1892,1965,0,6600,OldTown,TA,TA,N,107500
1294,7,1664,2,832,2,1976,1976,1,10140,NWAmes,TA,TA,Y,162900
1295,5,864,2,864,1,1955,1990,0,8172,Edwards,TA,TA,Y,115000
1296,5,1052,1,1052,1,1968,1968,0,8400,NAmes,TA,TA,Y,138500
1297,5,1128,2,1120,2,1963,1963,0,8700,NAmes,TA,TA,Y,155000
1298,6,1072,2,547,2,2005,2006,0,3675,Edwards,TA,TA,Y,140000
1299,10,5642,2,6110,2,2008,2008,3,63887,Edwards,Ex,Ex,Y,160000
1300,5,1246,1,1246,1,1959,1994,0,7500,NAmes,TA,Gd,Y,154000
1301,7,1983,2,978,2,1999,1999,1,10762,Gilbert,Gd,Gd,Y,225000
1302,6,1494,1,771,1,1942,1950,2,7500,Crawfor,TA,Gd,Y,177500
1303,8,2526,3,1165,2,1994,1994,1,10120,NoRidge,Gd,Gd,Y,290000
1304,7,1616,3,1616,2,2005,2005,0,8688,Somerst,Gd,Gd,Y,232000
1305,7,1708,2,976,2,2004,2004,0,3363,Edwards,Gd,Gd,Y,130000
1306,9,1652,2,1652,2,2006,2007,2,13173,NridgHt,Gd,Ex,Y,325000
1307,7,1368,2,1368,2,2005,2006,1,6955,NridgHt,Gd,Gd,Y,202500
1308,5,990,2,990,1,1994,1995,0,8072,CollgCr,TA,TA,Y,138000
1309,5,1122,2,924,1,1948,2005,0,12000,OldTown,TA,Gd,Y,147000
1310,6,1294,2,1278,2,1991,1991,0,7153,SawyerW,TA,Gd,Y,179200
1311,7,1902,2,1902,2,1959,2002,2,17500,Crawfor,Gd,Ex,Y,335000
1312,7,1274,2,1274,2,2005,2007,0,8814,CollgCr,Gd,Gd,Y,203000
1313,8,2810,2,1453,2,1990,1990,1,9572,NoRidge,Gd,Gd,Y,302000
1314,9,2599,3,1393,2,1999,1999,1,14774,NoRidge,Gd,Gd,Y,333168
1315,4,948,1,948,1,1954,1954,1,8190,Edwards,TA,TA,Y,119000
1316,6,2112,2,952,2,1969,1969,2,11075,NAmes,TA,TA,Y,206900
1317,8,1630,3,1622,2,2008,2008,1,10226,CollgCr,Gd,Ex,Y,295493
1318,7,1352,2,1352,2,2006,2007,1,4230,Somerst,Gd,Gd,Y,208900
1319,8,1787,3,1753,2,2001,2002,1,14781,CollgCr,Gd,Gd,Y,275000
1320,4,948,1,864,1,1954,1954,0,10215,Edwards,TA,TA,Y,111000
1321,6,1478,2,1478,1,1957,1957,2,8400,NAmes,TA,TA,Y,156500
1322,3,720,1,0,1,1949,1950,0,6627,BrkSide,TA,TA,N,72500
1323,7,1923,2,750,2,1992,1992,1,10186,NoRidge,Gd,Gd,Y,190000
1324,4,708,0,420,1,1940,1950,0,5330,BrkSide,Fa,Fa,Y,82500
1325,8,1795,3,1795,2,2006,2007,1,9986,Somerst,Gd,Gd,Y,147000
1326,4,796,0,796,1,1922,1950,0,3636,IDOTRR,TA,TA,N,55000
1327,3,774,0,544,1,1931,2006,0,4270,Edwards,TA,Gd,Y,79000
1328,5,816,1,816,1,1982,2008,1,6600,Mitchel,Gd,Gd,Y,130500
1329,6,2792,2,1510,2,1920,1950,2,10440,OldTown,Gd,TA,Y,256000
1330,7,1632,2,935,2,1998,1998,1,9084,Gilbert,TA,TA,Y,176500
1331,8,1588,3,1588,2,2006,2006,1,10000,Somerst,Gd,Gd,Y,227000
1332,5,954,2,911,1,1976,1976,0,10780,CollgCr,TA,TA,Y,132500
1333,4,816,1,816,1,1938,1958,1,8877,Edwards,TA,TA,Y,100000
1334,5,1360,1,803,1,1938,1995,0,7200,IDOTRR,TA,Gd,Y,125500
1335,5,1365,2,765,1,1970,1970,0,2368,BrDale,TA,TA,Y,125000
1336,6,1334,2,1350,2,1977,1977,1,9650,NWAmes,TA,TA,Y,167900
1337,5,1656,2,1656,2,1973,1973,0,9246,NWAmes,TA,TA,Y,135000
1338,4,693,0,693,1,1941,1950,0,4118,OldTown,TA,Fa,N,52500
1339,7,1861,2,916,2,2002,2002,0,13450,CollgCr,Gd,Gd,Y,200000
1340,5,864,1,864,1,1972,1972,0,9560,CollgCr,TA,TA,Y,128500
1341,4,872,4,858,1,1971,1971,0,8294,NAmes,TA,TA,Y,123000
1342,6,1114,2,1114,1,2003,2004,0,13695,SawyerW,TA,Gd,Y,155000
1343,8,2169,2,1284,2,2002,2002,1,9375,CollgCr,Gd,Gd,Y,228500
1344,6,1913,2,896,1,1928,1950,1,7558,Crawfor,TA,TA,Y,177000
1345,7,1456,2,728,2,2006,2006,1,11103,CollgCr,Gd,Gd,Y,155835
1346,4,960,1,960,1,1920,1950,0,6000,OldTown,TA,Fa,Y,108500
1347,7,2156,2,1568,2,1968,2003,1,20781,NWAmes,TA,TA,Y,262500
1348,8,1776,3,1732,2,2006,2007,1,15306,Timber,Gd,Gd,Y,283463
1349,7,1494,2,1482,2,1998,1998,1,16196,SawyerW,Gd,Gd,Y,215000
1350,8,2358,0,684,2,1872,1987,0,5250,OldTown,TA,TA,N,122000
1351,5,2634,4,1248,2,1969,1969,0,11643,NAmes,TA,TA,Y,200000
1352,6,1716,2,858,1,1962,1962,1,9247,NAmes,TA,TA,Y,171000
1353,6,1176,2,698,1,1937,2000,0,6000,BrkSide,Gd,TA,Y,134900
1354,8,3238,3,2033,2,1995,1996,1,14720,NoRidge,Gd,Gd,Y,410000
1355,7,1865,3,992,2,2000,2000,1,10316,CollgCr,Gd,Gd,Y,235000
1356,7,1920,2,570,3,1968,1992,1,10192,NWAmes,TA,Gd,Y,170000
1357,5,892,1,864,1,1966,1966,0,9477,NAmes,TA,TA,Y,110000
1358,5,1078,2,1078,1,1971,2008,1,12537,NAmes,TA,TA,Y,149900
1359,6,1573,2,756,2,2000,2000,0,2117,Somerst,Gd,Gd,Y,177500
1360,9,1980,3,1980,2,2004,2005,1,16737,NridgHt,Gd,Ex,Y,315000
1361,5,2601,2,612,3,1921,1998,0,9842,SWISU,TA,TA,Y,189000
1362,7,1530,2,1530,2,2005,2005,1,16158,StoneBr,Gd,Gd,Y,260000
1363,4,1738,1,715,2,1920,2007,1,12513,NAmes,TA,TA,Y,104900
1364,6,1412,2,616,2,2006,2007,1,8499,Gilbert,TA,Gd,Y,156932
1365,7,1200,2,600,2,2005,2005,0,3180,Somerst,Gd,Gd,Y,144152
1366,7,1674,2,814,2,2000,2000,0,7500,Somerst,Gd,Gd,Y,216000
1367,7,1790,2,873,2,1999,1999,0,9179,CollgCr,Gd,Gd,Y,193000
1368,5,1475,1,757,2,1977,1977,1,2665,MeadowV,TA,TA,Y,127000
1369,6,848,2,848,1,2003,2004,0,4435,CollgCr,Gd,Gd,Y,144000
1370,8,1668,2,1657,2,2003,2003,1,10635,CollgCr,Gd,Gd,Y,232000
1371,4,1374,1,840,1,1920,1950,0,5400,OldTown,Fa,TA,Y,105000
1372,6,1661,1,992,1,1955,1996,1,9600,NAmes,TA,Gd,Y,165500
1373,7,2097,2,1108,2,1998,1998,1,9750,CollgCr,TA,Gd,Y,274300
1374,10,2633,3,2633,2,2001,2002,2,11400,NoRidge,Ex,Ex,Y,466500
1375,7,1958,3,1026,2,2005,2005,1,10625,Somerst,Gd,Gd,Y,250000
1376,8,1571,3,1571,2,2007,2007,1,10991,Timber,Gd,Gd,Y,239000
1377,6,790,1,768,1,1930,1950,0,6292,SWISU,TA,TA,N,91000
1378,5,1604,2,984,2,1941,1960,0,10998,Edwards,TA,TA,Y,117000
1379,6,987,1,483,1,1973,1973,0,1953,BrDale,TA,TA,Y,83000
1380,5,1394,2,384,2,2006,2007,0,9735,Timber,TA,Gd,Y,167500
1381,3,864,1,864,1,1914,1950,0,8212,Edwards,TA,TA,N,58500
1382,6,2117,2,1205,2,1970,1970,2,12925,NAmes,TA,TA,Y,237500
1383,7,1762,2,596,1,1920,1950,0,7200,OldTown,TA,Gd,Y,157000
1384,5,1416,2,816,2,1918,2007,0,25339,Sawyer,TA,Gd,Y,112000
1385,6,1258,1,560,1,1939,1950,0,9060,Edwards,TA,TA,Y,105000
1386,4,1154,1,796,1,1922,2007,0,5436,IDOTRR,TA,Gd,Y,125500
1387,7,2784,2,1392,3,1978,1978,2,16692,NWAmes,TA,Gd,Y,250000
1388,6,2526,1,714,2,1916,1950,1,8520,OldTown,TA,Gd,N,136000
1389,9,1746,3,1746,2,2006,2007,2,14892,Gilbert,Ex,Ex,Y,377500
1390,6,1218,2,735,1,1941,1950,1,6000,BrkSide,TA,TA,Y,131000
1391,7,1525,2,1525,2,2000,2000,0,9100,CollgCr,Gd,Gd,Y,235000
1392,5,1584,3,1584,2,1967,1967,0,8944,NAmes,TA,TA,Y,124000
1393,5,900,1,864,1,1967,1967,1,7838,NAmes,TA,TA,Y,123000
1394,6,1912,2,482,2,1905,2000,1,10800,OldTown,TA,TA,N,163000
1395,7,1500,3,1356,2,2006,2006,1,4045,Blmngtn,Gd,Gd,Y,246578
1396,8,2482,3,1094,2,2005,2006,1,12665,Timber,Gd,Gd,Y,281213
1397,5,1687,2,747,1,1948,1950,2,57200,Timber,TA,TA,Y,160000
1398,5,1513,1,939,1,1920,2004,0,6120,BrkSide,TA,TA,Y,137500
1399,5,1904,1,1208,1,1950,1982,0,7200,NAmes,TA,TA,Y,138000
1400,6,1608,1,976,2,1925,1990,1,6171,SWISU,TA,Gd,Y,137450
1401,6,1158,1,862,1,1929,1950,1,6000,BrkSide,TA,TA,Y,120000
1402,6,1593,2,839,2,2004,2004,1,7415,Gilbert,TA,TA,Y,193000
1403,7,1294,2,1286,2,2006,2006,1,6762,CollgCr,Gd,Gd,Y,193879
1404,8,1464,3,1485,2,2007,2007,0,15256,Somerst,Gd,Gd,Y,282922
1405,3,1214,3,672,1,1915,1950,0,10410,OldTown,TA,TA,Y,105000
1406,8,1646,2,1594,2,2004,2005,1,3842,Crawfor,Gd,Gd,Y,275000
1407,5,768,2,768,1,1972,2007,0,8445,CollgCr,TA,TA,Y,133000
1408,5,833,0,833,1,1985,1985,0,8780,Mitchel,TA,TA,Y,112000
1409,4,1363,2,622,1,1910,1950,0,7740,OldTown,TA,TA,Y,125500
1410,7,2093,2,791,2,1986,1991,1,20544,NWAmes,TA,TA,Y,215000
1411,7,1840,2,944,2,2001,2001,0,12420,CollgCr,Gd,Gd,Y,230000
1412,6,1668,1,856,1,1950,2005,0,9600,NAmes,TA,TA,Y,140000
1413,4,1040,2,0,2,1949,1950,0,7200,NAmes,TA,TA,N,90000
1414,8,1844,2,1844,2,2005,2006,1,10994,SawyerW,Gd,Gd,Y,257000
1415,6,1848,2,833,1,1923,2000,1,13053,BrkSide,TA,Gd,Y,207000
1416,7,1569,3,1386,2,2007,2007,1,3635,Blmngtn,Gd,Gd,Y,175900
1417,4,2290,2,777,2,1885,1950,0,11340,OldTown,TA,TA,Y,122500
1418,8,2450,3,1284,2,1998,1998,1,16545,NoRidge,Gd,Gd,Y,340000
1419,5,1144,1,1144,1,1963,1963,0,9204,NAmes,TA,TA,Y,124000
1420,6,1844,2,1844,2,1969,1969,1,16381,Crawfor,Gd,Gd,Y,223000
1421,6,1416,2,708,2,1968,1968,1,11700,NWAmes,TA,TA,Y,179900
1422,6,1069,2,1069,2,1977,1977,1,4043,NPkVill,TA,TA,Y,127500
1423,6,848,2,848,1,2003,2003,0,4435,CollgCr,Gd,Gd,Y,136500
1424,6,2201,2,697,2,1966,1966,1,19690,Edwards,Gd,Gd,Y,274970
1425,5,1344,1,1024,1,1958,1983,1,9503,NAmes,TA,TA,Y,144000
1426,6,1252,2,1252,1,1959,1959,0,10721,NAmes,Gd,Gd,Y,142000
1427,7,2127,2,1223,2,1994,1994,2,10944,NoRidge,Gd,Gd,Y,271000
1428,5,1558,1,913,1,1945,1950,1,10930,NAmes,TA,TA,Y,140000
1429,5,804,1,788,1,1940,1992,2,7200,OldTown,TA,Gd,Y,119000
1430,6,1440,2,1440,2,1981,1981,1,12546,NWAmes,Gd,Gd,Y,182900
1431,5,1838,2,732,2,2005,2005,1,21930,Gilbert,Gd,TA,Y,192140
1432,6,958,2,958,2,1976,1976,0,4928,NPkVill,TA,TA,Y,143750
1433,4,968,1,656,2,1927,2007,0,10800,OldTown,TA,TA,Y,64500
1434,6,1792,2,936,2,2000,2000,1,10261,Gilbert,TA,TA,Y,186500
1435,5,1126,2,1126,2,1977,1977,1,17400,Mitchel,TA,TA,Y,160000
1436,6,1537,2,1319,1,1962,2005,1,8400,NAmes,Gd,Gd,Y,174000
1437,4,864,2,864,1,1971,1971,0,9000,NAmes,TA,TA,Y,120500
1438,8,1932,3,1932,2,2008,2008,1,12444,NridgHt,Ex,Ex,Y,394617
1439,6,1236,2,912,1,1957,1996,0,7407,OldTown,TA,TA,Y,149700
1440,7,1725,2,539,2,1979,1979,1,11584,NWAmes,TA,TA,Y,197000
1441,6,2555,2,588,2,1922,1994,1,11526,Crawfor,TA,TA,Y,191000
1442,6,848,2,848,1,2004,2004,1,4426,CollgCr,Gd,Gd,Y,149300
1443,10,2007,3,1017,2,2008,2008,1,11003,Somerst,Ex,Ex,Y,310000
1444,6,952,1,952,1,1916,1950,1,8854,BrkSide,TA,Fa,N,121000
1445,7,1422,2,1422,2,2004,2004,0,8500,CollgCr,Gd,Gd,Y,179600
1446,6,913,1,814,1,1966,1966,0,8400,Sawyer,TA,TA,Y,129000
1447,5,1188,1,1188,1,1962,1962,0,26142,Mitchel,TA,TA,Y,157900
1448,8,2090,2,1220,2,1995,1996,1,10000,CollgCr,Gd,Gd,Y,240000
1449,4,1346,1,560,1,1910,2000,0,11767,Edwards,TA,TA,N,112000
1450,5,630,0,630,1,1970,1970,0,1533,MeadowV,TA,Ex,Y,92000
1451,5,1792,0,896,2,1974,1974,0,9000,NAmes,TA,TA,Y,136000
1452,8,1578,3,1573,2,2008,2009,1,9262,Somerst,Gd,Ex,Y,287090
1453,5,1072,2,547,1,2005,2005,0,3675,Edwards,TA,TA,Y,145000
1454,5,1140,0,1140,1,2006,2006,0,17217,Mitchel,TA,TA,Y,84500
1455,7,1221,2,1221,2,2004,2005,0,7500,Somerst,Gd,Gd,Y,185000
1456,6,1647,2,953,2,1999,2000,1,7917,Gilbert,TA,TA,Y,175000
1457,6,2073,2,1542,2,1978,1988,2,13175,NWAmes,TA,TA,Y,210000
1458,7,2340,1,1152,2,1941,2006,2,9042,Crawfor,Ex,Gd,Y,266500
1459,5,1078,1,1078,1,1950,1996,0,9717,NAmes,TA,Gd,Y,142125
1460,5,1256,1,1256,1,1965,1965,0,9937,Edwards,Gd,TA,Y,147500
