Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,SalePrice
1118,5,894,2,450,894,894,1,5,1967,2003,0,9764,Sawyer,TA,Gd,Y,130000
1119,5,1601,1,300,533,1021,1,6,1958,1987,0,13825,Sawyer,TA,TA,Y,140000
1120,5,1040,1,286,1040,1040,1,6,1959,1959,0,7560,NAmes,TA,TA,Y,133700
1121,6,1012,1,308,1012,1012,1,6,1920,1950,1,8263,IDOTRR,TA,TA,Y,118400
1122,7,1552,3,782,1552,1552,2,7,2005,2006,0,10084,CollgCr,Gd,Gd,Y,212900
1123,4,960,1,288,672,960,1,5,1956,1956,0,8926,Edwards,TA,TA,Y,112000
1124,5,698,0,0,698,698,1,4,1947,2008,0,9405,Edwards,TA,TA,Y,118000
1125,7,1482,2,392,384,812,2,7,1992,1992,1,9125,Gilbert,TA,Gd,Y,163900
1126,4,1005,2,672,1005,1005,1,5,1955,1955,1,10434,NAmes,TA,Fa,Y,115000
1127,7,1555,3,660,1373,1555,2,7,2007,2007,1,3684,Blmngtn,Gd,Gd,Y,174000
1128,7,1530,3,630,1530,1530,2,7,2004,2004,1,14572,Gilbert,Gd,Gd,Y,259000
1129,7,1959,2,434,847,847,2,8,2004,2005,1,11796,Gilbert,Gd,Gd,Y,215000
1130,5,936,2,672,936,936,1,4,1980,1980,0,7200,OldTown,TA,TA,Y,140000
1131,4,1981,2,576,1122,1328,2,7,1928,1950,2,7804,SWISU,TA,Gd,Y,135000
1132,5,974,0,0,974,974,1,5,1991,1992,0,10712,Mitchel,TA,TA,Y,93500
1133,6,2210,1,205,1008,1178,2,8,1880,1950,0,9900,OldTown,TA,Fa,Y,117500
1134,8,2020,2,466,1128,1142,2,8,1995,1995,1,9828,SawyerW,Gd,Gd,Y,239500
1135,6,1600,2,460,916,916,2,7,1997,1997,1,8773,Gilbert,TA,TA,Y,169000
1136,6,986,1,180,960,986,1,5,1926,1950,1,6180,BrkSide,TA,TA,N,102000
1137,6,1252,1,288,1032,1032,1,6,1950,1950,0,9600,NAmes,TA,TA,Y,119000
1138,5,1020,0,0,780,780,1,6,1875,1996,0,6342,Sawyer,TA,TA,N,94000
1139,6,1567,2,714,1567,1567,2,5,1977,1977,2,9819,Mitchel,TA,Gd,Y,196000
1140,5,1167,2,495,915,1167,1,6,1920,1950,1,8731,BrkSide,TA,TA,Y,144000
1141,5,952,2,840,952,952,1,4,1951,1951,0,7350,NAmes,TA,TA,Y,139000
1142,5,1868,2,484,780,1088,2,9,1976,1976,1,10304,NWAmes,TA,Gd,Y,197500
1143,8,2828,3,1052,1466,1466,3,11,2006,2007,1,9965,CollgCr,Gd,Gd,Y,424870
1144,5,1006,0,0,1006,1006,1,5,1959,1959,0,9000,Sawyer,TA,TA,Y,80000
1145,4,924,1,280,672,672,1,5,1941,1950,0,12180,Edwards,TA,Fa,N,80000
1146,5,1576,1,225,1042,1042,1,8,1928,1950,1,6240,BrkSide,TA,TA,Y,149000
1147,6,1298,2,403,1298,1298,2,5,1985,1985,1,11200,SawyerW,Gd,Gd,Y,180000
1148,7,1564,1,234,704,860,1,7,1941,1950,1,12000,Crawfor,TA,Fa,Y,174500
1149,7,1111,1,288,572,572,1,5,1926,1950,1,5700,OldTown,TA,TA,Y,116900
1150,7,1482,2,324,650,832,1,7,1920,1988,0,9000,OldTown,TA,TA,Y,143000
1151,6,932,1,306,932,932,1,4,1950,1950,1,8280,NAmes,TA,Gd,Y,124000
1152,5,1466,2,528,1466,1466,1,6,1959,1959,2,17755,Edwards,TA,Fa,Y,149900
1153,6,1811,2,470,1073,1811,1,6,1956,2004,1,14115,Crawfor,TA,Ex,Y,230000
1154,6,816,1,432,816,816,1,5,1930,2007,0,5890,IDOTRR,Gd,TA,Y,120500
1155,7,1820,2,492,864,902,1,8,1965,1988,2,13700,NAmes,TA,Gd,Y,201800
1156,5,1437,2,528,1437,1437,2,6,1976,2004,1,10768,Veenker,Gd,Gd,Y,218000
1157,5,1265,2,502,1219,1265,2,6,1965,1999,1,9350,NAmes,TA,Gd,Y,179900
1158,7,1314,2,626,1314,1314,2,6,2007,2008,1,5001,NridgHt,Gd,Gd,Y,230000
1159,8,1580,3,830,1580,1580,2,7,2007,2008,0,11932,Somerst,Gd,Gd,Y,235128
1160,6,1876,2,540,901,943,2,8,1974,1974,1,9120,NWAmes,Gd,Gd,Y,185000
1161,6,1456,2,440,855,855,2,7,1978,1978,1,2280,NPkVill,TA,TA,Y,146000
1162,6,1640,2,924,1296,1640,1,7,1954,2006,1,14778,Crawfor,Gd,Gd,Y,224000
1163,5,894,2,450,894,894,1,5,1968,1968,1,8724,Sawyer,TA,TA,Y,129000
1164,4,1258,2,400,1198,1258,0,6,1969,1969,0,12900,Sawyer,TA,TA,Y,108959
1165,5,1432,2,588,1360,1432,1,5,1978,1978,1,16157,Veenker,TA,Gd,Y,194000
1166,7,1502,2,644,1502,1502,2,7,2009,2009,0,9541,NridgHt,Gd,Gd,Y,233170
1167,8,1694,3,776,1694,1694,2,7,2008,2008,0,10475,CollgCr,Gd,Gd,Y,245350
1168,6,1671,2,472,959,959,2,7,2000,2000,1,10852,Gilbert,TA,TA,Y,173000
1169,6,2108,2,540,1127,1236,2,7,1935,1986,2,13728,Edwards,TA,Gd,Y,235000
1170,10,3627,3,807,1930,1831,3,10,1995,1996,1,35760,NoRidge,Gd,Gd,Y,625000
1171,6,1118,1,358,1096,1118,1,6,1977,1977,1,9880,Mitchel,TA,TA,Y,171000
1172,6,1261,2,433,1261,1261,1,6,1958,1958,1,9120,NAmes,TA,TA,Y,163000
1173,7,1250,2,625,625,625,2,5,2006,2007,0,4017,Somerst,Gd,Gd,Y,171900
1174,5,3086,0,0,1598,1636,3,12,1946,1994,1,18030,ClearCr,TA,Ex,Y,200500
1175,6,2345,2,360,952,1170,2,9,1932,1950,1,16560,Crawfor,TA,TA,Y,239000
1176,8,2872,2,541,1683,2129,2,9,1992,2000,1,10678,NoRidge,Gd,Gd,Y,285000
1177,5,923,1,264,876,923,1,5,1984,1985,0,6951,Mitchel,TA,TA,Y,119500
1178,6,1224,1,210,818,818,1,5,1926,2004,0,3950,OldTown,TA,TA,Y,115000
1179,5,1343,1,186,731,820,1,7,1921,1950,1,7681,Crawfor,TA,TA,Y,154900
1180,5,1124,0,0,0,1124,1,5,1954,1954,1,8335,Edwards,TA,TA,Y,93000
1181,7,2514,2,693,1216,1298,2,8,1990,1991,0,11170,Timber,TA,TA,Y,250000
1182,8,1652,2,482,1600,1652,2,5,2008,2008,1,5587,Crawfor,Ex,Gd,Y,392500
1183,10,4476,3,813,2396,2411,3,10,1996,1996,2,15623,NoRidge,Gd,Ex,Y,745000
1184,5,1130,2,720,1120,1130,1,5,1920,1950,1,10800,OldTown,TA,TA,Y,120000
1185,5,1572,3,995,1572,1572,1,5,1963,1963,2,35133,Timber,TA,TA,Y,186700
1186,5,1221,1,392,784,949,1,7,1924,1950,0,9738,Edwards,TA,TA,Y,104900
1187,3,1699,2,420,978,1014,2,7,1900,1970,0,10615,OldTown,TA,TA,Y,95000
1188,8,1624,3,757,1624,1624,2,5,1994,1995,1,12461,NoRidge,Gd,Gd,Y,262000
1189,7,1660,2,493,831,831,2,7,2002,2002,0,8935,CollgCr,Gd,Gd,Y,195000
1190,7,1804,2,442,994,1028,2,7,1999,1999,1,7500,Gilbert,TA,Gd,Y,189000
1191,4,1622,4,1356,1249,1622,1,7,1961,1975,1,32463,Mitchel,TA,TA,Y,168000
1192,8,1441,2,492,776,764,2,5,1999,2000,0,2645,Somerst,Gd,Gd,Y,174000
1193,5,1472,1,250,702,842,1,6,1925,1994,0,9600,OldTown,TA,Gd,Y,125000
1194,6,1224,2,402,1224,1224,2,5,1999,1999,0,4500,Mitchel,TA,TA,Y,165000
1195,6,1352,1,299,663,663,1,7,1969,1969,0,9364,Sawyer,TA,TA,Y,158000
1196,6,1456,2,400,728,728,2,8,2005,2005,0,8029,Gilbert,TA,Gd,Y,176000
1197,7,1863,3,660,879,879,2,9,2006,2006,1,14054,Gilbert,Gd,Gd,Y,219210
1198,7,1690,1,225,815,815,1,7,1916,1950,1,8850,OldTown,TA,TA,Y,144000
1199,7,1212,2,573,1212,1212,2,6,2001,2001,0,9100,CollgCr,Gd,Gd,Y,178000
1200,4,1382,2,459,1051,1382,1,6,1963,1979,1,11235,Sawyer,TA,TA,Y,148000
1201,4,864,1,280,864,864,1,5,1970,1970,0,9353,NAmes,TA,TA,Y,116050
1202,7,1779,2,546,866,866,2,6,1998,1998,0,10400,CollgCr,TA,Gd,Y,197900
1203,5,1348,1,216,884,884,1,5,1925,1997,1,6000,BrkSide,TA,TA,Y,117000
1204,7,1630,2,451,1630,1630,2,6,2000,2001,1,9750,CollgCr,Gd,Gd,Y,213000
1205,5,1074,2,495,1056,1074,1,6,1975,1975,0,10140,NWAmes,TA,TA,Y,153500
1206,7,2196,3,701,2158,2196,2,7,1990,1991,1,14684,SawyerW,Gd,Gd,Y,271900
1207,4,1056,1,384,1056,1056,1,5,1966,1966,0,8900,SawyerW,TA,TA,Y,107000
1208,6,1700,2,544,1682,1700,2,7,2003,2003,0,9135,CollgCr,Gd,Gd,Y,200000
1209,5,1283,2,506,931,1283,1,6,1962,1980,0,7763,NAmes,TA,TA,Y,140000
1210,8,1660,2,500,1660,1660,2,8,2006,2006,1,10182,Somerst,Gd,Gd,Y,290000
1211,6,1845,2,462,1055,1055,2,8,1992,1992,1,11218,SawyerW,Gd,Gd,Y,189000
1212,8,1752,2,492,559,1080,2,8,1988,2005,0,12134,Gilbert,Gd,TA,Y,164000
1213,4,672,1,234,672,672,1,4,1941,1950,0,9340,Edwards,TA,TA,Y,113000
1214,4,960,1,364,648,960,0,3,1965,2001,0,10246,Sawyer,TA,TA,Y,145000
1215,5,999,1,300,925,999,1,6,1962,1962,0,10205,NAmes,TA,TA,Y,134500
1216,5,894,1,384,894,894,1,5,1966,1966,0,7094,Sawyer,TA,TA,Y,125000
1217,6,1902,2,539,0,1318,2,8,1978,1978,0,8930,Sawyer,TA,TA,Y,112000
1218,8,1314,2,552,1300,1314,2,6,2009,2009,0,8640,Somerst,Gd,Gd,Y,229456
1219,4,912,0,0,0,672,1,3,1947,1950,0,6240,BrkSide,TA,TA,N,80500
1220,6,1218,0,0,672,672,1,7,1971,1971,0,1680,BrDale,TA,TA,Y,91500
1221,5,912,1,288,912,912,1,5,1964,1964,0,7800,NAmes,TA,TA,Y,115000
1222,5,1211,1,322,952,1211,1,5,1968,1968,1,8250,Sawyer,TA,TA,Y,134000
1223,6,1846,1,315,1040,1168,2,7,1949,1950,1,10496,NAmes,TA,TA,Y,143000
1224,5,2136,2,528,2136,2136,2,7,1951,1951,0,10680,NAmes,TA,TA,N,137900
1225,7,1490,2,388,788,788,2,8,2004,2005,1,15384,Gilbert,Gd,Gd,Y,184000
1226,6,1138,1,264,588,1138,1,6,1958,1958,0,10482,NAmes,TA,TA,Y,145000
1227,6,1933,3,668,894,894,2,9,2007,2007,1,14598,Somerst,Gd,Gd,Y,214000
1228,5,912,2,576,912,912,1,5,1965,2008,0,8872,NAmes,TA,Gd,Y,147000
1229,9,1702,3,1052,1702,1702,1,7,2008,2008,1,8769,NridgHt,Ex,Ex,Y,367294
1230,5,1507,1,404,1075,1507,2,7,1960,1960,0,7910,NAmes,TA,TA,Y,127000
1231,5,2620,2,600,1361,1361,2,12,1977,1977,1,18890,Sawyer,TA,TA,Y,190000
1232,5,1190,2,540,1106,1190,1,6,1962,1962,0,7728,NAmes,TA,TA,Y,132500
1233,4,1224,2,462,0,1224,2,6,1962,1962,0,9842,NAmes,TA,TA,Y,101800
1234,5,1188,2,531,1188,1188,1,6,1959,1959,0,12160,NAmes,TA,TA,Y,142000
1235,5,1964,0,0,940,1024,1,7,1911,1950,0,8525,SWISU,TA,TA,N,130000
1236,5,1784,1,180,747,892,1,9,1914,1950,0,13132,Crawfor,TA,TA,Y,138887
1237,7,1626,2,474,764,764,2,6,2003,2003,0,2628,NridgHt,Gd,Gd,Y,175500
1238,7,1948,2,434,847,847,2,8,2004,2005,1,12393,CollgCr,Gd,Gd,Y,195000
1239,6,1141,2,484,1141,1141,1,6,2005,2005,0,13072,SawyerW,Gd,TA,Y,142500
1240,8,1484,2,472,1476,1484,2,6,2006,2006,1,9037,Timber,Gd,Ex,Y,265900
1241,7,1768,2,543,884,884,2,8,2003,2003,0,8158,CollgCr,Gd,Gd,Y,224900
1242,7,1689,3,954,1689,1689,2,7,2007,2007,0,9849,Somerst,Gd,Gd,Y,248328
1243,7,1173,2,528,1053,1173,2,6,1974,1974,2,10625,NWAmes,TA,Gd,Y,170000
1244,10,2076,3,850,2076,2076,2,7,2006,2006,1,13891,NridgHt,Ex,Ex,Y,465000
1245,8,1517,2,400,792,792,1,7,1929,1950,2,11435,Crawfor,TA,Gd,Y,230000
1246,6,1868,2,477,585,1140,3,7,1984,2003,1,12090,NWAmes,TA,TA,Y,178000
1247,7,1553,2,615,756,756,2,6,2005,2006,0,8125,Somerst,Gd,Gd,Y,186500
1248,6,1034,3,888,1012,1034,1,6,1976,1976,0,12328,Mitchel,TA,TA,Y,169900
1249,6,2058,2,396,735,1134,1,8,1917,1950,1,9600,OldTown,TA,TA,N,129500
1250,5,988,1,276,876,988,1,6,1950,1950,0,7200,NAmes,TA,TA,Y,119000
1251,7,2110,2,522,2110,2110,2,8,1968,1968,2,11160,NAmes,Gd,Ex,Y,244000
1252,7,1405,2,478,1405,1405,2,6,2003,2003,1,3136,NridgHt,Gd,Gd,Y,171750
1253,5,874,1,288,864,874,1,5,1968,1968,0,9858,Mitchel,TA,TA,Y,130000
1254,7,2167,2,518,1192,1516,2,9,1974,2003,2,17542,Veenker,Gd,Gd,Y,294000
1255,7,1656,2,397,746,760,2,7,2003,2004,1,6931,Edwards,Gd,Gd,Y,165400
1256,6,1367,1,560,884,959,1,6,1931,1950,1,6240,BrkSide,TA,TA,Y,127500
1257,8,1987,2,691,1986,1987,2,7,1994,1994,1,14303,NoRidge,Gd,Gd,Y,301500
1258,5,864,0,0,864,864,1,4,1922,1950,0,4060,Edwards,TA,TA,Y,99900
1259,7,1166,2,400,856,1166,2,5,2005,2005,0,9587,Gilbert,Gd,Gd,Y,190000
1260,6,1054,2,460,1054,1054,1,6,1969,1969,0,9750,NAmes,TA,TA,Y,151000
1261,6,1675,2,502,841,892,2,7,1999,1999,1,24682,Gilbert,TA,TA,Y,181000
1262,5,1050,1,338,1050,1050,1,5,1956,1956,0,9600,NAmes,TA,TA,Y,128900
1263,4,1788,1,304,1104,1104,1,8,1957,1989,2,11250,ClearCr,TA,TA,Y,161500
1264,6,1824,2,520,764,1060,1,8,1919,1950,1,13515,BrkSide,TA,TA,Y,180500
1265,6,1337,2,511,1405,1337,2,5,1998,1999,0,4060,NAmes,Gd,Gd,Y,181000
1266,7,1452,2,506,691,713,2,6,1999,1999,0,3735,Somerst,Gd,Gd,Y,183900
1267,7,1889,1,308,925,964,1,9,1910,1950,1,10120,OldTown,Fa,TA,N,122000
1268,9,2018,3,746,2002,2018,2,10,2008,2009,1,13214,Timber,Ex,Ex,Y,378500
1269,8,3447,3,1014,728,1968,3,11,1935,1997,2,14100,Crawfor,TA,Gd,Y,381000
1270,5,1524,1,315,874,874,1,7,1958,1958,0,11344,NAmes,TA,TA,Y,144000
1271,7,1524,2,586,1332,1332,0,4,1979,1979,1,23595,ClearCr,Gd,Gd,Y,260000
1272,6,1489,2,462,1489,1489,2,7,1968,1968,1,9156,NWAmes,TA,Gd,Y,185750
1273,5,935,1,288,935,935,1,5,1965,1965,0,13526,Sawyer,TA,TA,Y,137000
1274,6,1357,1,312,1019,1357,1,5,1959,2006,1,11512,Edwards,TA,Ex,Y,177000
1275,5,1250,2,552,661,661,2,8,1910,2003,1,5362,Crawfor,TA,TA,Y,139000
1276,5,1920,2,400,928,928,2,10,1948,1950,0,11345,NAmes,TA,TA,Y,137000
1277,6,1395,2,497,723,735,1,6,1972,1972,1,12936,NWAmes,TA,TA,Y,162000
1278,6,1724,2,480,1680,1724,1,7,1967,1976,1,17871,NWAmes,TA,TA,Y,197900
1279,8,2031,2,577,1128,1128,2,7,2002,2002,1,9473,CollgCr,Gd,Gd,Y,237000
1280,4,1128,2,528,698,698,1,6,1920,1950,0,7500,IDOTRR,TA,TA,Y,68400
1281,7,1573,2,544,1573,1573,2,6,2002,2002,0,9808,CollgCr,Gd,Gd,Y,227000
1282,7,1339,2,484,1309,1339,2,6,1990,1990,1,8049,Timber,TA,TA,Y,180000
1283,5,1040,2,484,1040,1040,2,5,1977,2008,0,8800,CollgCr,TA,Gd,Y,150500
1284,6,1824,0,0,912,912,2,8,1971,1971,0,9400,Mitchel,TA,TA,Y,139000
1285,6,2447,1,336,804,1699,2,10,1919,1990,1,9638,SWISU,TA,Gd,Y,169000
1286,6,1412,1,280,780,825,1,6,1939,1950,1,6000,BrkSide,TA,TA,Y,132500
1287,6,1328,2,528,1328,1328,1,6,1963,1963,2,9790,NWAmes,TA,TA,Y,143000
1288,5,1582,2,390,1624,1582,2,7,1964,1964,0,36500,ClearCr,TA,TA,Y,190000
1289,8,1659,2,499,1501,1659,2,5,2000,2000,1,5664,StoneBr,Gd,Ex,Y,278000
1290,8,1970,3,753,1085,1120,2,8,2006,2006,1,11065,NridgHt,Gd,Ex,Y,281000
1291,5,1152,2,484,1152,1152,1,6,1964,1964,1,14112,NAmes,TA,TA,Y,180500
1292,5,1302,1,264,630,630,2,6,1972,1972,0,1680,BrDale,TA,TA,Y,119500
1293,5,2372,1,432,994,1378,2,11,1892,1965,0,6600,OldTown,TA,TA,N,107500
1294,7,1664,2,528,832,832,2,8,1976,1976,1,10140,NWAmes,TA,TA,Y,162900
1295,5,864,2,572,864,864,1,5,1955,1990,0,8172,Edwards,TA,TA,Y,115000
1296,5,1052,1,288,1052,1052,1,5,1968,1968,0,8400,NAmes,TA,TA,Y,138500
1297,5,1128,2,525,1120,1128,2,6,1963,1963,0,8700,NAmes,TA,TA,Y,155000
1298,6,1072,2,525,547,1072,2,5,2005,2006,0,3675,Edwards,TA,TA,Y,140000
1299,10,5642,2,1418,6110,4692,2,12,2008,2008,3,63887,Edwards,Ex,Ex,Y,160000
1300,5,1246,1,305,1246,1246,1,6,1959,1994,0,7500,NAmes,TA,Gd,Y,154000
1301,7,1983,2,490,978,1005,2,9,1999,1999,1,10762,Gilbert,Gd,Gd,Y,225000
1302,6,1494,1,213,771,753,1,7,1942,1950,2,7500,Crawfor,TA,Gd,Y,177500
1303,8,2526,3,844,1165,1203,2,8,1994,1994,1,10120,NoRidge,Gd,Gd,Y,290000
1304,7,1616,3,834,1616,1616,2,7,2005,2005,0,8688,Somerst,Gd,Gd,Y,232000
1305,7,1708,2,380,976,976,2,7,2004,2004,0,3363,Edwards,Gd,Gd,Y,130000
1306,9,1652,2,840,1652,1652,2,6,2006,2007,2,13173,NridgHt,Gd,Ex,Y,325000
1307,7,1368,2,474,1368,1368,2,6,2005,2006,1,6955,NridgHt,Gd,Gd,Y,202500
1308,5,990,2,480,990,990,1,5,1994,1995,0,8072,CollgCr,TA,TA,Y,138000
1309,5,1122,2,528,924,1122,1,6,1948,2005,0,12000,OldTown,TA,Gd,Y,147000
1310,6,1294,2,496,1278,1294,2,6,1991,1991,0,7153,SawyerW,TA,Gd,Y,179200
1311,7,1902,2,567,1902,1902,2,7,1959,2002,2,17500,Crawfor,Gd,Ex,Y,335000
1312,7,1274,2,508,1274,1274,2,6,2005,2007,0,8814,CollgCr,Gd,Gd,Y,203000
1313,8,2810,2,750,1453,1453,2,9,1990,1990,1,9572,NoRidge,Gd,Gd,Y,302000
1314,9,2599,3,779,1393,1422,2,10,1999,1999,1,14774,NoRidge,Gd,Gd,Y,333168
1315,4,948,1,280,948,948,1,5,1954,1954,1,8190,Edwards,TA,TA,Y,119000
1316,6,2112,2,576,952,1092,2,9,1969,1969,2,11075,NAmes,TA,TA,Y,206900
1317,8,1630,3,860,1622,1630,2,8,2008,2008,1,10226,CollgCr,Gd,Ex,Y,295493
1318,7,1352,2,466,1352,1352,2,5,2006,2007,1,4230,Somerst,Gd,Gd,Y,208900
1319,8,1787,3,748,1753,1787,2,7,2001,2002,1,14781,CollgCr,Gd,Gd,Y,275000
1320,4,948,1,248,864,948,1,5,1954,1954,0,10215,Edwards,TA,TA,Y,111000
1321,6,1478,2,442,1478,1478,1,6,1957,1957,2,8400,NAmes,TA,TA,Y,156500
1322,3,720,1,287,0,720,1,4,1949,1950,0,6627,BrkSide,TA,TA,N,72500
1323,7,1923,2,564,750,1061,2,8,1992,1992,1,10186,NoRidge,Gd,Gd,Y,190000
1324,4,708,0,0,420,708,1,5,1940,1950,0,5330,BrkSide,Fa,Fa,Y,82500
1325,8,1795,3,895,1795,1795,2,7,2006,2007,1,9986,Somerst,Gd,Gd,Y,147000
1326,4,796,0,0,796,796,1,5,1922,1950,0,3636,IDOTRR,TA,TA,N,55000
1327,3,774,0,0,544,774,1,6,1931,2006,0,4270,Edwards,TA,Gd,Y,79000
1328,5,816,1,264,816,816,1,5,1982,2008,1,6600,Mitchel,Gd,Gd,Y,130500
1329,6,2792,2,520,1510,1584,2,8,1920,1950,2,10440,OldTown,Gd,TA,Y,256000
1330,7,1632,2,462,935,955,2,8,1998,1998,1,9084,Gilbert,TA,TA,Y,176500
1331,8,1588,3,825,1588,1588,2,7,2006,2006,1,10000,Somerst,Gd,Gd,Y,227000
1332,5,954,2,576,911,954,1,6,1976,1976,0,10780,CollgCr,TA,TA,Y,132500
1333,4,816,1,288,816,816,1,3,1938,1958,1,8877,Edwards,TA,TA,Y,100000
1334,5,1360,1,297,803,803,1,6,1938,1995,0,7200,IDOTRR,TA,Gd,Y,125500
1335,5,1365,2,440,765,765,1,7,1970,1970,0,2368,BrDale,TA,TA,Y,125000
1336,6,1334,2,630,1350,1334,2,6,1977,1977,1,9650,NWAmes,TA,TA,Y,167900
1337,5,1656,2,506,1656,1656,2,8,1973,1973,0,9246,NWAmes,TA,TA,Y,135000
1338,4,693,0,0,693,693,1,4,1941,1950,0,4118,OldTown,TA,Fa,N,52500
1339,7,1861,2,492,916,920,2,8,2002,2002,0,13450,CollgCr,Gd,Gd,Y,200000
1340,5,864,1,288,864,864,1,5,1972,1972,0,9560,CollgCr,TA,TA,Y,128500
1341,4,872,4,480,858,872,1,5,1971,1971,0,8294,NAmes,TA,TA,Y,123000
1342,6,1114,2,576,1114,1114,1,6,2003,2004,0,13695,SawyerW,TA,Gd,Y,155000
1343,8,2169,2,647,1284,1284,2,7,2002,2002,1,9375,CollgCr,Gd,Gd,Y,228500
1344,6,1913,2,342,896,1172,1,9,1928,1950,1,7558,Crawfor,TA,TA,Y,177000
1345,7,1456,2,440,728,728,2,8,2006,2006,1,11103,CollgCr,Gd,Gd,Y,155835
1346,4,960,1,308,960,960,1,5,1920,1950,0,6000,OldTown,TA,Fa,Y,108500
1347,7,2156,2,508,1568,2156,2,9,1968,2003,1,20781,NWAmes,TA,TA,Y,262500
1348,8,1776,3,712,1732,1776,2,7,2006,2007,1,15306,Timber,Gd,Gd,Y,283463
1349,7,1494,2,514,1482,1494,2,5,1998,1998,1,16196,SawyerW,Gd,Gd,Y,215000
1350,8,2358,0,0,684,938,2,8,1872,1987,0,5250,OldTown,TA,TA,N,122000
1351,5,2634,4,968,1248,1338,2,12,1969,1969,0,11643,NAmes,TA,TA,Y,200000
1352,6,1716,2,490,858,858,1,8,1962,1962,1,9247,NAmes,TA,TA,Y,171000
1353,6,1176,2,624,698,786,1,4,1937,2000,0,6000,BrkSide,Gd,TA,Y,134900
1354,8,3238,3,666,2033,2053,2,9,1995,1996,1,14720,NoRidge,Gd,Gd,Y,410000
1355,7,1865,3,839,992,992,2,7,2000,2000,1,10316,CollgCr,Gd,Gd,Y,235000
1356,7,1920,2,487,570,1222,3,8,1968,1992,1,10192,NWAmes,TA,Gd,Y,170000
1357,5,892,1,264,864,892,1,5,1966,1966,0,9477,NAmes,TA,TA,Y,110000
1358,5,1078,2,500,1078,1078,1,6,1971,2008,1,12537,NAmes,TA,TA,Y,149900
1359,6,1573,2,440,756,769,2,5,2000,2000,0,2117,Somerst,Gd,Gd,Y,177500
1360,9,1980,3,770,1980,1980,2,8,2004,2005,1,16737,NridgHt,Gd,Ex,Y,315000
1361,5,2601,2,621,612,990,3,8,1921,1998,0,9842,SWISU,TA,TA,Y,189000
1362,7,1530,2,430,1530,1530,2,7,2005,2005,1,16158,StoneBr,Gd,Gd,Y,260000
1363,4,1738,1,368,715,1281,2,7,1920,2007,1,12513,NAmes,TA,TA,Y,104900
1364,6,1412,2,432,616,616,2,6,2006,2007,1,8499,Gilbert,TA,Gd,Y,156932
1365,7,1200,2,480,600,520,2,4,2005,2005,0,3180,Somerst,Gd,Gd,Y,144152
1366,7,1674,2,663,814,814,2,7,2000,2000,0,7500,Somerst,Gd,Gd,Y,216000
1367,7,1790,2,588,873,882,2,7,1999,1999,0,9179,CollgCr,Gd,Gd,Y,193000
1368,5,1475,1,336,757,925,2,6,1977,1977,1,2665,MeadowV,TA,TA,Y,127000
1369,6,848,2,420,848,848,1,4,2003,2004,0,4435,CollgCr,Gd,Gd,Y,144000
1370,8,1668,2,502,1657,1668,2,8,2003,2003,1,10635,CollgCr,Gd,Gd,Y,232000
1371,4,1374,1,338,840,840,1,6,1920,1950,0,5400,OldTown,Fa,TA,Y,105000
1372,6,1661,1,377,992,1661,1,8,1955,1996,1,9600,NAmes,TA,Gd,Y,165500
1373,7,2097,2,583,1108,1108,2,8,1998,1998,1,9750,CollgCr,TA,Gd,Y,274300
1374,10,2633,3,804,2633,2633,2,8,2001,2002,2,11400,NoRidge,Ex,Ex,Y,466500
1375,7,1958,3,936,1026,1026,2,9,2005,2005,1,10625,Somerst,Gd,Gd,Y,250000
1376,8,1571,3,722,1571,1571,2,7,2007,2007,1,10991,Timber,Gd,Gd,Y,239000
1377,6,790,1,160,768,790,1,4,1930,1950,0,6292,SWISU,TA,TA,N,91000
1378,5,1604,2,660,984,984,2,6,1941,1960,0,10998,Edwards,TA,TA,Y,117000
1379,6,987,1,264,483,483,1,5,1973,1973,0,1953,BrDale,TA,TA,Y,83000
1380,5,1394,2,400,384,754,2,7,2006,2007,0,9735,Timber,TA,Gd,Y,167500
1381,3,864,1,200,864,864,1,5,1914,1950,0,8212,Edwards,TA,TA,N,58500
1382,6,2117,2,550,1205,2117,2,7,1970,1970,2,12925,NAmes,TA,TA,Y,237500
1383,7,1762,2,576,596,998,1,8,1920,1950,0,7200,OldTown,TA,Gd,Y,157000
1384,5,1416,2,576,816,1416,2,7,1918,2007,0,25339,Sawyer,TA,Gd,Y,112000
1385,6,1258,1,280,560,698,1,6,1939,1950,0,9060,Edwards,TA,TA,Y,105000
1386,4,1154,1,240,796,796,1,7,1922,2007,0,5436,IDOTRR,TA,Gd,Y,125500
1387,7,2784,2,564,1392,1392,3,12,1978,1978,2,16692,NWAmes,TA,Gd,Y,250000
1388,6,2526,1,216,714,1664,2,10,1916,1950,1,8520,OldTown,TA,Gd,N,136000
1389,9,1746,3,758,1746,1746,2,7,2006,2007,2,14892,Gilbert,Ex,Ex,Y,377500
1390,6,1218,2,440,735,869,1,6,1941,1950,1,6000,BrkSide,TA,TA,Y,131000
1391,7,1525,2,541,1525,1525,2,6,2000,2000,0,9100,CollgCr,Gd,Gd,Y,235000
1392,5,1584,3,792,1584,1584,2,8,1967,1967,0,8944,NAmes,TA,TA,Y,124000
1393,5,900,1,288,864,900,1,6,1967,1967,1,7838,NAmes,TA,TA,Y,123000
