Id,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,Fireplaces,LotArea,Neighborhood,ExterQual,KitchenQual,CentralAir,TotalSF,HouseAge,RemodAge,IsRemodeled,Qual_x_Area,Qual_x_TotalSF,HasFireplace,LotRatio,SalePrice
852,8,1456,2,1273,2,2003,2003,1,3196,Blmngtn,Gd,Gd,Y,2729,7,7,0,11648,21832,1,0.455569,215000
853,7,1646,1,918,2,1941,1950,2,7128,Crawfor,TA,TA,Y,2564,69,60,1,11522,17948,1,0.23092,164000
854,6,1445,2,1127,1,1964,1964,1,12095,NAmes,TA,TA,Y,2572,46,46,0,8670,15432,1,0.119471,158000
855,5,1779,2,1763,1,1955,1974,1,17920,Sawyer,TA,TA,Y,3542,55,36,1,8895,17710,1,0.099275,170000
856,5,1040,1,1040,1,1962,2010,0,6897,Sawyer,TA,TA,Y,2080,48,0,1,5200,10400,0,0.15079,127000
857,6,1026,2,940,1,1978,1978,0,10970,CollgCr,TA,TA,Y,1966,32,32,0,6156,11796,0,0.093528,147000
858,6,1481,2,702,2,1994,1995,1,8125,Gilbert,TA,TA,Y,2183,16,15,1,8886,13098,1,0.182277,174000
859,7,1370,2,1090,2,1976,1976,1,10400,NWAmes,TA,TA,Y,2460,34,34,0,9590,17220,1,0.131731,152000
860,6,2654,2,1054,2,1968,1984,1,11029,NWAmes,TA,Gd,Y,3708,42,26,1,15924,22248,1,0.240638,250000
861,7,1426,1,912,1,1918,1998,1,7642,Crawfor,Gd,Gd,Y,2338,92,12,1,9982,16366,1,0.1866,189950
862,5,1039,2,1039,1,1965,1965,0,11625,Sawyer,TA,TA,Y,2078,45,45,0,5195,10390,0,0.089376,131500
863,6,1097,2,1040,2,1984,1985,0,9672,SawyerW,TA,TA,Y,2137,26,25,1,6582,12822,0,0.11342,152000
864,5,1148,1,1148,1,1959,1959,0,7931,NAmes,TA,TA,Y,2296,51,51,0,5740,11480,0,0.144748,132500
865,7,1372,2,1372,2,2007,2008,0,8640,Somerst,Gd,Gd,Y,2744,3,2,1,9604,19208,0,0.158796,250580
866,5,1002,2,1002,1,1970,1970,0,8750,NAmes,TA,TA,Y,2004,40,40,0,5010,10020,0,0.114514,148500
867,8,1646,3,1638,2,2006,2007,1,10656,Timber,Gd,Gd,Y,3284,4,3,1,13168,26272,1,0.154467,248900
868,4,1120,2,1040,1,1961,1961,0,6970,Sawyer,TA,Fa,Y,2160,49,49,0,4480,8640,0,0.160689,129000
869,5,2320,2,0,2,1948,1950,1,14762,Gilbert,TA,TA,Y,2320,62,60,1,11600,11600,1,0.15716,169000
870,7,1949,2,1050,2,1993,1994,1,9938,SawyerW,Gd,Gd,Y,2999,17,16,1,13643,20993,1,0.196116,236000
871,5,894,1,894,1,1962,1962,0,6600,NAmes,TA,TA,N,1788,48,48,0,4470,8940,0,0.135455,109500
872,6,1682,2,804,2,1998,1998,0,8750,CollgCr,TA,Gd,Y,2486,12,12,0,10092,14916,0,0.192229,200500
873,5,910,2,105,1,1953,1996,0,8892,NAmes,Gd,Gd,Y,1015,57,14,1,4550,5075,0,0.102339,116000
874,5,1268,1,832,1,1949,1950,1,12144,NAmes,Gd,TA,Y,2100,61,60,1,6340,10500,1,0.104414,133000
875,5,1131,1,676,1,1941,1950,0,5720,OldTown,TA,TA,Y,1807,69,60,1,5655,9035,0,0.197727,66500
876,8,2610,2,1184,2,2007,2007,1,9000,Somerst,Gd,Ex,Y,3794,3,3,0,20880,30352,1,0.29,303477
877,4,1040,2,1064,1,1963,1963,0,25286,Mitchel,TA,TA,Y,2104,47,47,0,4160,8416,0,0.041129,132250
878,9,2224,3,1462,2,2004,2005,1,8834,NridgHt,Gd,Ex,Y,3686,6,5,1,20016,33174,1,0.251755,350000
879,5,1155,2,1109,1,1961,1995,0,11782,Sawyer,TA,Gd,Y,2264,49,15,1,5775,11320,0,0.098031,148000
880,5,864,1,864,1,1978,2005,0,7000,CollgCr,Gd,TA,Y,1728,32,5,1,4320,8640,0,0.123429,136500
881,5,1090,2,1090,1,2005,2006,0,7024,Edwards,TA,TA,Y,2180,5,4,1,5450,10900,0,0.155182,157000
882,7,1717,2,1156,2,1990,1991,1,13758,Timber,Gd,Gd,Y,2873,20,19,1,12019,20111,1,0.1248,187500
883,6,1593,2,808,2,1992,1993,1,9636,Gilbert,TA,TA,Y,2401,18,17,1,9558,14406,1,0.165318,178000
884,4,2230,1,795,1,1912,1950,0,6204,SWISU,Gd,TA,N,3025,98,60,1,8920,12100,0,0.359446,118500
885,5,892,1,892,1,1967,1967,0,7150,NAmes,TA,TA,Y,1784,43,43,0,4460,8920,0,0.124755,100000
886,9,1709,2,1698,2,1999,2000,1,5119,Somerst,Gd,Gd,Y,3407,11,10,1,15381,30663,1,0.333854,328900
887,5,1712,2,1626,2,1959,2005,0,8393,NAmes,TA,TA,Y,3338,51,5,1,8560,16690,0,0.20398,145000
888,5,1393,1,816,1,1955,1955,0,16466,Edwards,TA,TA,Y,2209,55,55,0,6965,11045,0,0.084599,135500
889,8,2217,2,2217,2,1970,1970,1,15865,NAmes,Gd,Gd,Y,4434,40,40,0,17736,35472,1,0.139742,268000
890,6,1505,2,1505,1,1953,1953,1,12160,NAmes,TA,TA,Y,3010,57,57,0,9030,18060,1,0.123766,149500
891,5,924,2,672,1,1949,2006,1,8064,NAmes,TA,TA,Y,1596,61,4,1,4620,7980,1,0.114583,122900
892,6,1683,2,918,2,1978,1978,1,11184,Sawyer,TA,TA,Y,2601,32,32,0,10098,15606,1,0.150483,172500
893,6,1068,1,1059,1,1963,2003,0,8414,Sawyer,TA,TA,Y,2127,47,7,1,6408,12762,0,0.126931,154500
894,5,1383,1,1383,1,1954,1954,1,13284,Sawyer,TA,TA,Y,2766,56,56,0,6915,13830,1,0.10411,165000
895,5,1535,2,0,2,1979,1979,0,7018,SawyerW,TA,TA,Y,1535,31,31,0,7675,7675,0,0.218723,118858
896,6,1796,2,780,1,1963,1963,1,7056,NAmes,TA,TA,Y,2576,47,47,0,10776,15456,1,0.254535,140000
897,4,951,1,951,1,1936,1950,0,8765,IDOTRR,TA,TA,N,1902,74,60,1,3804,7608,0,0.1085,106500
898,5,2240,2,0,2,1979,1979,0,7018,SawyerW,TA,TA,Y,2240,31,31,0,11200,11200,0,0.319179,142953
899,9,2364,3,2330,2,2009,2010,2,12919,NridgHt,Ex,Ex,Y,4694,1,0,1,21276,42246,1,0.182986,611657
900,5,1236,1,912,1,1961,1994,1,6993,Sawyer,TA,TA,Y,2148,49,16,1,6180,10740,1,0.176748,135000
901,4,858,1,858,1,1971,1971,0,7340,NAmes,TA,TA,Y,1716,39,39,0,3432,6864,0,0.116894,110000
902,5,1306,1,992,1,1957,2000,0,8712,NAmes,TA,TA,Y,2298,53,10,1,6530,11490,0,0.149908,153000
903,7,1509,2,783,2,2003,2003,1,7875,Gilbert,Gd,Gd,Y,2292,7,7,0,10563,16044,1,0.191619,180000
904,7,1670,3,1670,2,2006,2006,1,14859,Gilbert,Gd,Gd,Y,3340,4,4,0,11690,23380,1,0.11239,240000
905,5,902,1,876,1,1967,1967,0,6173,Sawyer,TA,TA,Y,1778,43,43,0,4510,8890,0,0.14612,125500
906,5,1063,1,1056,1,1954,1954,0,9920,NAmes,TA,TA,Y,2119,56,56,0,5315,10595,0,0.107157,128000
907,8,1636,3,1623,2,2006,2006,1,13501,Somerst,Gd,Gd,Y,3259,4,4,0,13088,26072,1,0.121176,255000
908,7,2057,1,1017,1,1936,1987,1,11500,Crawfor,Gd,Gd,Y,3074,74,23,1,14399,21518,1,0.17887,250000
909,5,902,2,864,1,1983,1983,0,8885,Mitchel,TA,TA,Y,1766,27,27,0,4510,8830,0,0.101519,131000
910,6,1484,2,742,2,2005,2005,1,12589,Gilbert,Gd,Gd,Y,2226,5,5,0,8904,13356,1,0.117881,174000
911,5,2274,2,1105,2,1960,1960,0,11600,NAmes,TA,TA,Y,3379,50,50,0,11370,16895,0,0.196034,154300
912,5,1268,1,1268,1,1977,1989,0,9286,CollgCr,TA,Gd,Y,2536,33,21,1,6340,12680,0,0.13655,143500
913,5,1015,1,768,1,1925,1950,0,6120,BrkSide,TA,TA,N,1783,85,60,1,5075,8915,0,0.16585,88000
914,5,2002,3,1001,2,1949,1950,0,6270,Crawfor,TA,TA,N,3003,61,60,1,10010,15015,0,0.319298,145000
915,6,1224,2,612,2,2009,2009,0,3000,Somerst,Gd,Gd,Y,1836,1,1,0,7344,11016,0,0.408,173733
916,4,1092,1,546,1,1970,1970,0,2001,MeadowV,TA,TA,Y,1638,40,40,0,4368,6552,0,0.545727,75000
917,2,480,1,480,0,1949,1950,0,9000,IDOTRR,TA,TA,N,960,61,60,1,960,1920,0,0.053333,35311
918,4,1229,1,1134,1,1956,1956,0,17140,Edwards,TA,TA,Y,2363,54,54,0,4916,9452,0,0.071704,135000
919,7,2127,3,1104,2,1991,1991,1,13125,SawyerW,Gd,Gd,Y,3231,19,19,0,14889,22617,1,0.162057,238000
920,6,1414,2,1184,1,1958,2002,1,11029,NAmes,Ex,TA,Y,2598,52,8,1,8484,15588,1,0.128207,176500
921,6,1721,2,928,2,1994,1994,0,8462,SawyerW,Gd,Gd,Y,2649,16,16,0,10326,15894,0,0.20338,201000
922,5,2200,0,1272,2,1900,2003,0,8777,Edwards,TA,TA,Y,3472,110,7,1,11000,17360,0,0.250655,145900
923,6,1316,2,1316,2,2005,2006,1,10237,Gilbert,Gd,Gd,Y,2632,5,4,1,7896,15792,1,0.128553,169990
924,6,1617,2,1604,2,1993,1994,1,8012,SawyerW,Gd,Gd,Y,3221,17,16,1,9702,19326,1,0.201822,193000
925,6,1686,2,1686,2,1980,1980,1,10240,NWAmes,TA,TA,Y,3372,30,30,0,10116,20232,1,0.164648,207500
926,5,1126,2,1126,2,1977,1977,0,15611,NWAmes,TA,Ex,Y,2252,33,33,0,5630,11260,0,0.072129,175000
927,8,2374,3,1181,2,2003,2004,1,11999,NridgHt,Gd,Ex,Y,3555,7,6,1,18992,28440,1,0.19785,285000
928,7,1978,2,832,2,1968,1968,1,9900,NWAmes,TA,TA,Y,2810,42,42,0,13846,19670,1,0.199798,176000
929,8,1788,2,1753,2,2001,2001,1,11838,CollgCr,Gd,Ex,Y,3541,9,9,0,14304,28328,1,0.151039,236500
930,7,2236,2,964,2,1997,1997,1,13006,Gilbert,TA,Gd,Y,3200,13,13,0,15652,22400,1,0.171921,222000
931,8,1466,3,1466,2,2007,2007,0,8925,Timber,Gd,Gd,Y,2932,3,3,0,11728,23456,0,0.164258,201000
932,5,925,1,925,1,1965,1965,0,9100,NAmes,TA,TA,Y,1850,45,45,0,4625,9250,0,0.101648,117500
933,9,1905,3,1905,2,2006,2006,1,11670,Somerst,Ex,Ex,Y,3810,4,4,0,17145,34290,1,0.163239,320000
934,7,1500,2,1500,2,2004,2004,0,8487,CollgCr,Gd,Gd,Y,3000,6,6,0,10500,21000,0,0.176741,190000
935,7,2069,2,585,2,1960,2007,1,27650,NAmes,TA,Gd,Y,2654,50,3,1,14483,18578,1,0.074828,242000
936,4,747,2,600,1,1926,1953,0,5825,BrkSide,TA,TA,Y,1347,84,57,1,2988,5388,0,0.12824,79900
937,7,1200,2,1176,2,2003,2003,0,10083,SawyerW,Gd,Gd,Y,2376,7,7,0,8400,16632,0,0.119012,184900
938,7,1971,2,1113,2,2005,2005,1,9675,Somerst,Gd,Gd,Y,3084,5,5,0,13797,21588,1,0.203721,253000
939,7,1962,3,1391,2,2006,2006,0,8760,CollgCr,Gd,Gd,Y,3353,4,4,0,13734,23471,0,0.223973,239799
940,7,2403,1,1032,2,1940,1950,2,24090,ClearCr,TA,TA,Y,3435,70,60,1,16821,24045,1,0.099751,244400
941,6,1728,2,1728,2,1976,1976,0,12640,Mitchel,TA,TA,Y,3456,34,34,0,10368,20736,0,0.136709,150900
942,7,2060,2,992,2,1999,1999,1,8755,Gilbert,Gd,Gd,Y,3052,11,11,0,14420,21364,1,0.235294,214000
943,4,1440,0,1440,2,1977,1977,0,7711,Edwards,TA,TA,Y,2880,33,33,0,5760,11520,0,0.186746,150000
944,5,1632,2,1632,2,1967,1967,0,25000,Mitchel,TA,TA,Y,3264,43,43,0,8160,16320,0,0.06528,143000
945,6,1344,2,819,1,1958,1958,1,14375,Timber,TA,Gd,Y,2163,52,52,0,8064,12978,1,0.093496,137500
946,5,1869,2,1088,1,1890,1996,0,8820,OldTown,TA,TA,Y,2957,120,14,1,9345,14785,0,0.211905,124900
947,5,1144,1,1144,1,1959,1959,1,8163,NAmes,TA,TA,Y,2288,51,51,0,5720,11440,1,0.140145,143000
948,8,1629,3,1616,2,2002,2003,1,14536,Timber,Gd,Gd,Y,3245,8,7,1,13032,25960,1,0.112067,270000
949,7,1776,2,936,2,2002,2002,1,14006,CollgCr,Gd,Gd,Y,2712,8,8,0,12432,18984,1,0.126803,192500
950,6,1381,2,1161,1,1972,2006,1,9360,NWAmes,TA,Gd,Y,2542,38,4,1,8286,15252,1,0.147543,197500
951,5,864,2,864,1,1950,2002,0,7200,NAmes,TA,Gd,Y,1728,60,8,1,4320,8640,0,0.12,129000
952,5,965,1,828,1,1965,1965,0,7800,SawyerW,TA,TA,Y,1793,45,45,0,4825,8965,0,0.123718,119900
953,5,768,1,768,1,1972,2003,0,7200,CollgCr,TA,TA,Y,1536,38,7,1,3840,7680,0,0.106667,133900
954,5,1968,2,784,2,1969,1969,1,11075,Mitchel,TA,TA,Y,2752,41,41,0,9840,13760,1,0.177698,172000
955,6,980,0,945,2,1975,1975,0,9400,Edwards,TA,TA,Y,1925,35,35,0,5880,11550,0,0.104255,127500
956,6,1958,2,979,2,1946,1950,0,7136,Crawfor,TA,TA,N,2937,64,60,1,11748,17622,0,0.274383,145000
957,6,1229,2,561,1,1980,1980,1,1300,Blueste,TA,TA,Y,1790,30,30,0,7374,10740,1,0.945385,124000
958,5,1057,2,1057,1,1962,1962,0,7420,Sawyer,TA,TA,Y,2114,48,48,0,5285,10570,0,0.142453,132000
959,7,1337,2,1337,2,2003,2003,0,8450,CollgCr,Gd,Gd,Y,2674,7,7,0,9359,18718,0,0.158225,185000
960,7,1416,2,696,2,1999,1999,0,2572,Somerst,Gd,Gd,Y,2112,11,11,0,9912,14784,0,0.550544,155000
961,5,858,0,858,1,1958,2008,0,7207,BrkSide,TA,TA,Y,1716,52,2,1,4290,8580,0,0.119051,116500
962,6,2872,2,1330,2,1977,1995,1,12227,NWAmes,TA,TA,Y,4202,33,15,1,17232,25212,1,0.23489,272000
963,6,1548,2,804,2,1976,1976,1,2308,NPkVill,TA,Gd,Y,2352,34,34,0,9288,14112,1,0.670711,155000
964,9,1800,2,1800,2,2007,2007,0,11923,CollgCr,Gd,Ex,Y,3600,3,3,0,16200,32400,0,0.150969,239000
965,7,1894,2,817,2,2002,2003,1,11316,Timber,Gd,Gd,Y,2711,8,7,1,13258,18977,1,0.167374,214900
966,6,1484,2,783,2,2005,2007,1,10237,Gilbert,Gd,Gd,Y,2267,5,3,1,8904,13602,1,0.144964,178900
967,5,1308,1,728,1,1940,1950,2,9600,Crawfor,Gd,TA,Y,2036,70,60,1,6540,10180,1,0.13625,160000
968,5,1098,1,1098,1,1955,1955,0,7390,NAmes,TA,TA,Y,2196,55,55,0,5490,10980,0,0.148579,135000
969,3,968,0,600,1,1910,1950,0,5925,OldTown,TA,TA,N,1568,100,60,1,2904,4704,0,0.163376,37900
970,6,1095,1,588,1,1958,1958,0,10382,NAmes,TA,TA,Y,1683,52,52,0,6570,10098,0,0.105471,140000
971,4,1192,0,720,1,1949,1950,0,10800,NAmes,TA,TA,N,1912,61,60,1,4768,7648,0,0.11037,135000
972,7,1626,2,764,2,2003,2004,0,2268,NridgHt,Gd,Gd,Y,2390,7,6,1,11382,16730,0,0.716931,173000
973,6,918,1,918,2,1979,1979,1,7892,SawyerW,TA,TA,Y,1836,31,31,0,5508,11016,1,0.11632,99500
974,7,1428,2,1428,2,2007,2008,0,11639,Somerst,Gd,Gd,Y,2856,3,2,1,9996,19992,0,0.122691,182000
975,7,2019,2,728,1,1910,1993,0,11414,BrkSide,TA,Gd,N,2747,100,17,1,14133,19229,0,0.176888,167500
976,7,1382,2,673,2,2000,2000,0,2651,Somerst,Gd,Gd,Y,2055,10,10,0,9674,14385,0,0.521313,165000
977,4,869,0,440,1,1923,1958,0,5900,BrkSide,TA,Fa,Y,1309,87,52,1,3476,5236,0,0.147288,85500
978,7,1241,2,1241,1,2006,2007,0,4274,Somerst,Gd,Gd,Y,2482,4,3,1,8687,17374,0,0.29036,199900
979,4,894,2,894,1,1954,1954,0,9450,Edwards,TA,TA,Y,1788,56,56,0,3576,7152,0,0.094603,110000
980,5,1121,2,1121,1,1963,1963,0,8816,Sawyer,TA,TA,Y,2242,47,47,0,5605,11210,0,0.127155,139000
981,7,999,2,944,1,1961,2007,0,12122,NAmes,Ex,Ex,Y,1943,49,3,1,6993,13601,0,0.082412,178400
982,8,2612,3,1225,2,1998,1999,1,12203,NoRidge,Gd,Gd,Y,3837,12,11,1,20896,30696,1,0.214046,336000
983,7,1266,2,1266,2,2007,2007,1,3182,Blmngtn,Gd,Gd,Y,2532,3,3,0,8862,17724,1,0.397863,159895
984,8,2290,2,1128,2,2002,2002,1,11250,CollgCr,Gd,Gd,Y,3418,8,8,0,18320,27344,1,0.203556,255900
985,5,1734,2,0,2,1977,1977,0,10125,Mitchel,TA,Gd,Y,1734,33,33,0,8670,8670,0,0.171259,126000
986,5,1164,1,1164,1,1950,1950,0,10880,Edwards,TA,TA,N,2328,60,60,0,5820,11640,0,0.106985,125000
987,6,1635,1,485,1,1910,2003,0,5310,OldTown,TA,Gd,Y,2120,100,7,1,9810,12720,0,0.30791,117000
988,9,1940,3,1930,2,2009,2010,1,10159,NridgHt,Ex,Ex,Y,3870,1,0,1,17460,34830,1,0.190964,395192
989,6,2030,2,848,2,1976,1976,1,12046,NWAmes,TA,Gd,Y,2878,34,34,0,12180,17268,1,0.168521,195000
990,7,1576,2,770,2,2006,2006,0,8125,Somerst,Gd,Gd,Y,2346,4,4,0,11032,16422,0,0.193969,197000
991,8,2392,3,1396,2,1997,1998,1,9452,NoRidge,Gd,Gd,Y,3788,13,12,1,19136,30304,1,0.253068,348000
992,8,1742,2,916,1,1882,1986,1,17671,OldTown,Gd,Gd,Y,2658,128,24,1,13936,21264,1,0.09858,168000
993,6,1851,2,822,2,1964,1993,1,9760,NAmes,TA,Gd,Y,2673,46,17,1,11106,16038,1,0.189652,187000
994,6,1500,2,750,2,2005,2006,0,8846,CollgCr,TA,Gd,Y,2250,5,4,1,9000,13500,0,0.169568,173900
995,10,1718,3,1700,2,2006,2007,1,12456,NridgHt,Ex,Ex,Y,3418,4,3,1,17180,34180,1,0.137925,337500
996,4,1230,1,747,1,1946,1950,0,4712,BrkSide,TA,TA,Y,1977,64,60,1,4920,7908,0,0.261036,121600
997,5,1050,1,1050,1,1961,1961,0,10659,NAmes,TA,TA,Y,2100,49,49,0,5250,10500,0,0.098508,136500
998,6,1442,2,1442,2,1970,1970,1,11717,NWAmes,TA,TA,Y,2884,40,40,0,8652,17304,1,0.123069,185000
999,3,1077,1,1007,1,1922,1950,1,9786,IDOTRR,TA,TA,N,2084,88,60,1,3231,6252,1,0.110055,91000
1000,7,1208,2,1187,2,2006,2006,0,6762,CollgCr,Gd,Gd,Y,2395,4,4,0,8456,16765,0,0.178645,206000
1001,3,944,2,0,1,1952,1952,0,10206,Edwards,TA,Fa,N,944,58,58,0,2832,2832,0,0.092495,82000
1002,5,691,1,691,1,1920,1950,0,5400,OldTown,TA,Ex,Y,1382,90,60,1,3455,6910,0,0.127963,86000
1003,8,1574,3,1574,2,2006,2006,1,11957,Somerst,Gd,Gd,Y,3148,4,4,0,12592,25184,1,0.131638,232000
1004,5,1680,2,1680,2,1976,1976,0,11500,NWAmes,TA,TA,Y,3360,34,34,0,8400,16800,0,0.146087,136905
1005,7,1504,2,1346,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,2850,5,4,1,10528,19950,1,0.472659,181000
1006,5,985,1,985,2,1977,1977,0,8385,CollgCr,Gd,TA,Y,1970,33,33,0,4925,9850,0,0.117472,149900
1007,6,1657,2,1657,2,1970,1970,1,12155,NAmes,TA,TA,Y,3314,40,40,0,9942,19884,1,0.136323,163500
1008,4,1092,1,546,1,1970,1970,0,2217,MeadowV,TA,TA,Y,1638,40,40,0,4368,6552,0,0.492558,88000
1009,7,1710,2,1710,2,2004,2005,1,12118,Mitchel,Gd,Gd,Y,3420,6,5,1,11970,23940,1,0.141112,240000
1010,5,1522,0,1008,2,1926,1950,0,6000,SWISU,TA,TA,Y,2530,84,60,1,7610,12650,0,0.253667,102000
1011,5,1271,1,720,2,1948,1950,1,21286,Sawyer,TA,TA,Y,1991,62,60,1,6355,9955,1,0.059711,135000
1012,5,1664,0,0,2,1965,1965,0,9825,Edwards,TA,TA,N,1664,45,45,0,8320,8320,0,0.169364,100000
1013,6,1502,1,602,1,1923,1996,2,10592,Crawfor,TA,Gd,Y,2104,87,14,1,9012,12624,1,0.141805,165000
1014,5,1022,1,1022,1,1910,2006,0,7200,OldTown,TA,TA,N,2044,100,4,1,5110,10220,0,0.141944,85000
1015,6,1082,1,1082,1,1948,1950,1,11664,NAmes,TA,TA,Y,2164,62,60,1,6492,12984,1,0.092764,119200
1016,8,1665,2,810,2,2001,2001,0,8400,NWAmes,Gd,Gd,Y,2475,9,9,0,13320,19800,0,0.198214,227000
1017,7,1504,2,1504,2,1996,1996,1,11883,CollgCr,Gd,Gd,Y,3008,14,14,0,10528,21056,1,0.126567,203000
1018,8,1360,2,1220,1,1984,1984,1,5814,StoneBr,Gd,Gd,Y,2580,26,26,0,10880,20640,1,0.233918,187500
1019,7,1472,2,384,2,1991,1992,1,10784,Gilbert,Gd,Gd,Y,1856,19,18,1,10304,12992,1,0.136499,160000
1020,7,1506,2,1362,2,2005,2005,1,3013,Blmngtn,Gd,Gd,Y,2868,5,5,0,10542,20076,1,0.499834,213490
1021,4,1132,2,1132,1,2005,2005,0,7024,Edwards,TA,Gd,Y,2264,5,5,0,4528,9056,0,0.161162,176000
1022,7,1220,2,1199,2,2006,2006,0,7406,CollgCr,Gd,Gd,Y,2419,4,4,0,8540,16933,0,0.164731,194000
1023,5,1248,1,912,1,1930,1950,0,9439,OldTown,TA,TA,Y,2160,80,60,1,6240,10800,0,0.132217,87000
1024,7,1504,2,1346,2,2005,2006,1,3182,Blmngtn,Gd,Gd,Y,2850,5,4,1,10528,19950,1,0.472659,191000
1025,8,2898,2,1565,2,1976,1976,1,15498,Timber,Gd,Gd,Y,4463,34,34,0,23184,35704,1,0.186992,287000
1026,5,882,2,882,1,1972,1972,0,7700,CollgCr,TA,TA,Y,1764,38,38,0,4410,8820,0,0.114545,112500
1027,5,1264,2,1268,1,1960,1960,2,9300,NAmes,TA,TA,Y,2532,50,50,0,6320,12660,1,0.135914,167500
1028,8,1646,3,1638,2,2007,2008,1,9520,Timber,Gd,Gd,Y,3284,3,2,1,13168,26272,1,0.172899,293077
1029,5,1376,1,768,1,1941,1950,1,9492,NAmes,TA,TA,Y,2144,69,60,1,6880,10720,1,0.144964,105000
1030,6,1218,1,672,1,1972,1972,0,1680,BrDale,TA,TA,Y,1890,38,38,0,7308,11340,0,0.725,118000
1031,5,1928,0,686,2,1916,1995,0,7082,SWISU,TA,TA,Y,2614,94,15,1,9640,13070,0,0.272239,160000
1032,7,3082,2,824,2,1920,1970,2,15863,SWISU,TA,TA,Y,3906,90,40,1,21574,27342,1,0.194289,197000
1033,8,2520,3,1338,2,1993,1993,1,14541,NoRidge,Gd,Gd,Y,3858,17,17,0,20160,30864,1,0.173303,310000
1034,7,1654,3,1654,2,2002,2002,0,8125,CollgCr,Gd,Gd,Y,3308,8,8,0,11578,23156,0,0.203569,230000
1035,5,954,1,920,1,1938,1950,1,6305,Crawfor,TA,Fa,Y,1874,72,60,1,4770,9370,1,0.151308,119750
1036,4,845,1,0,1,1957,1957,0,11500,Edwards,TA,TA,N,845,53,53,0,3380,3380,0,0.073478,84000
1037,9,1620,3,1620,2,2007,2008,1,12898,Timber,Gd,Ex,Y,3240,3,2,1,14580,29160,1,0.125601,315500
1038,8,2263,2,1055,2,2001,2002,1,9240,CollgCr,Gd,Gd,Y,3318,9,8,1,18104,26544,1,0.244913,287000
1039,4,1344,0,546,1,1970,2008,1,1533,MeadowV,TA,TA,Y,1890,40,2,1,5376,7560,1,0.876712,97000
1040,4,630,1,630,1,1970,1970,0,1477,MeadowV,TA,TA,Y,1260,40,40,0,2520,5040,0,0.42654,80000
1041,5,1803,2,1134,2,1957,2000,1,13125,Sawyer,TA,TA,Y,2937,53,10,1,9015,14685,1,0.137371,155000
1042,6,1632,2,800,1,1966,2000,0,9130,NWAmes,TA,Gd,Y,2432,44,10,1,9792,14592,0,0.178751,173000
1043,6,1306,2,1306,2,2005,2005,1,5381,NridgHt,Gd,Gd,Y,2612,5,5,0,7836,15672,1,0.242706,196000
1044,7,2329,2,1475,2,1990,1990,1,11839,SawyerW,TA,Gd,Y,3804,20,20,0,16303,26628,1,0.196723,262280
1045,8,2524,2,2524,2,1981,1981,1,9600,NWAmes,Gd,Gd,Y,5048,29,29,0,20192,40384,1,0.262917,278000
1046,3,1733,2,0,2,1955,1955,1,13680,Edwards,TA,TA,Y,1733,55,55,0,5199,5199,1,0.126681,139600
1047,9,2868,3,1992,3,2005,2006,1,16056,StoneBr,Gd,Ex,Y,4860,5,4,1,25812,43740,1,0.178625,556581
1048,5,990,2,990,1,1994,1995,0,9245,CollgCr,TA,TA,Y,1980,16,15,1,4950,9900,0,0.107085,145000
1049,5,1771,2,0,1,1960,2006,1,21750,Mitchel,TA,TA,Y,1771,50,4,1,8855,8855,1,0.081425,115000
1050,4,930,1,0,1,1946,2006,0,11100,Edwards,TA,Gd,Y,930,64,4,1,3720,3720,0,0.083784,84900
1051,7,1302,2,1302,2,2007,2007,0,8993,Gilbert,Gd,Gd,Y,2604,3,3,0,9114,18228,0,0.144779,176485
1052,7,1316,2,1316,2,2007,2007,1,11175,CollgCr,Gd,Gd,Y,2632,3,3,0,9212,18424,1,0.117763,200141
1053,6,1977,2,816,1,1964,1978,1,9500,NAmes,TA,TA,Y,2793,46,32,1,11862,16758,1,0.208105,165000
1054,5,1526,1,1216,1,1957,2002,1,8562,Edwards,TA,TA,Y,2742,53,8,1,7630,13710,1,0.178229,144500
1055,8,1989,2,1065,2,2002,2002,1,11367,CollgCr,Gd,Gd,Y,3054,8,8,0,15912,24432,1,0.17498,255000
1056,6,1523,2,1193,2,1976,1976,1,11361,NWAmes,TA,TA,Y,2716,34,34,0,9138,16296,1,0.134055,180000
1057,7,1364,2,1364,2,2005,2005,1,7052,NridgHt,Gd,Gd,Y,2728,5,5,0,9548,19096,1,0.19342,185850
1058,7,1850,2,973,2,1994,1994,1,29959,NoRidge,Gd,Gd,Y,2823,16,16,0,12950,19761,1,0.061751,248000
1059,9,2184,3,1104,2,2008,2008,1,11308,NridgHt,Ex,Ex,Y,3288,2,2,0,19656,29592,1,0.193138,335000
1060,6,1991,2,854,1,1932,1950,1,11275,Crawfor,TA,TA,Y,2845,78,60,1,11946,17070,1,0.176585,220000
1061,8,1338,2,1338,2,2001,2001,0,4920,StoneBr,Gd,Gd,Y,2676,9,9,0,10704,21408,0,0.271951,213500
1062,3,894,3,894,1,1935,1950,0,18000,IDOTRR,Fa,TA,Y,1788,75,60,1,2682,5364,0,0.049667,81000
1063,5,2337,2,662,2,1900,1950,0,13600,OldTown,TA,TA,N,2999,110,60,1,11685,14995,0,0.171838,90000
